date,precipitation,temp_max,temp_min,wind,weather
2006-07-14,0.6,24.1,11.1,1.6,drizzle
2006-07-15,1.1,21.5,8.2,3.1,drizzle
2006-07-16,1.6,21.1,3.8,1.8,drizzle
2006-07-17,0.0,19.0,3.8,2.5,fog
2006-07-18,0.0,20.5,16.8,2.1,sun
2006-07-18,0.0,17.6,11.4,2.7,fog
2006-07-19,0.4,2.6,-6.5,1.4,drizzle
2006-07-19,0.5,10.6,-0.5,1.3,drizzle
2006-07-21,0.0,9.3,2.7,1.7,fog
2006-07-21,0.6,22.2,12.5,2.2,drizzle
2006-07-21,1.9,17.5,10.0,4.2,drizzle
2006-07-24,0.0,14.0,9.5,0.4,fog
2006-07-24,0.6,-8.5,-14.0,1.6,drizzle
2006-07-24,0.0,15.3,12.8,3.0,sun
2006-07-24,0.0,7.8,3.8,3.4,sun
2006-07-24,0.0,14.6,8.1,4.7,sun
2006-07-27,0.0,11.8,6.0,0.8,fog
2006-08-01,0.0,13.4,11.4,4.7,sun
2006-08-02,0.0,12.8,11.8,2.4,fog
2006-08-03,4.4,18.8,9.9,3.0,rain
2006-08-04,0.0,17.5,13.5,4.2,sun
2006-08-05,0.5,9.3,5.1,3.0,drizzle
2006-08-06,0.0,16.2,9.6,3.7,fog
2006-08-07,0.0,16.4,5.8,4.1,sun
2006-08-08,0.0,13.4,10.3,3.6,sun
2006-08-10,0.0,22.2,8.9,0.8,fog
2006-08-11,0.0,34.9,2.6,3.4,sun
2006-08-12,0.0,18.7,14.9,2.9,sun
2006-08-13,1.4,17.7,10.5,2.7,drizzle
2006-08-13,0.7,19.2,3.3,1.1,drizzle
2006-08-14,0.0,15.0,9.8,4.1,sun
2006-08-16,0.0,0.5,-4.9,5.0,fog
2006-08-16,0.0,17.3,16.4,2.9,sun
2006-08-18,1.8,20.9,-9.6,3.2,drizzle
2006-08-21,0.9,7.0,3.9,1.4,drizzle
2006-08-21,0.0,21.0,14.8,2.4,sun
2006-08-23,1.4,25.9,0.7,3.1,drizzle
2006-08-26,0.0,21.5,13.4,4.1,sun
2006-08-26,0.0,18.5,0.4,4.7,fog
2006-09-01,0.0,18.4,4.2,1.3,sun
2006-09-02,0.0,5.3,3.2,1.8,fog
2006-09-02,7.0,7.7,4.9,5.4,rain
2006-09-02,0.9,23.4,2.5,2.8,drizzle
2006-09-03,0.0,13.9,5.1,1.9,fog
2006-09-04,0.0,15.3,11.9,3.3,fog
2006-09-06,1.2,16.2,-2.5,2.5,drizzle
2006-09-07,0.5,22.4,16.7,1.4,drizzle
2006-09-08,0.0,17.3,1.1,2.3,fog
2006-09-09,0.0,14.7,8.9,3.9,fog
2006-09-11,0.0,23.5,21.6,2.6,fog
2006-09-11,0.0,20.6,7.4,3.2,sun
2006-09-12,1.8,20.4,17.5,2.9,drizzle
2006-09-12,0.0,10.2,7.1,3.8,fog
2006-09-12,0.0,12.9,8.4,4.0,sun
2006-09-13,10.4,12.4,9.2,2.3,rain
2006-09-13,0.8,17.1,3.9,2.9,drizzle
2006-09-14,0.0,7.0,5.6,2.9,fog
2006-09-17,0.0,35.9,15.0,5.0,sun
2006-09-19,0.0,11.1,9.1,5.6,sun
2006-09-19,0.9,8.5,5.7,2.2,drizzle
2006-09-20,1.5,27.8,-2.0,2.2,drizzle
2006-09-20,7.0,9.6,5.4,5.0,rain
2006-09-21,0.0,23.2,2.8,0.9,sun
2006-09-22,0.7,2.8,-2.2,1.7,drizzle
2006-09-23,0.0,20.3,5.6,0.2,sun
2006-09-23,1.1,9.6,5.2,2.7,drizzle
2006-09-25,0.0,11.1,9.3,0.3,fog
2006-10-02,1.3,13.5,10.4,1.7,drizzle
2006-10-02,0.0,3.2,0.9,2.5,sun
2006-10-03,0.0,20.5,17.4,3.5,sun
2006-10-04,0.0,14.1,8.7,2.6,fog
2006-10-05,0.0,18.5,2.8,2.9,fog
2006-10-05,0.0,9.6,8.8,1.1,fog
2006-10-06,5.8,13.9,2.3,3.0,rain
2006-10-06,3.0,15.4,3.6,5.0,rain
2006-10-06,0.0,5.1,3.1,1.3,fog
2006-10-07,0.0,9.9,-1.8,3.7,fog
2006-10-07,8.0,10.9,7.4,5.2,rain
2006-10-07,0.0,21.2,5.1,6.0,fog
2006-10-08,7.4,14.1,12.2,4.8,rain
2006-10-11,0.0,8.6,4.8,4.2,fog
2006-10-11,2.5,14.5,13.0,4.7,rain
2006-10-11,0.0,-0.2,-1.4,2.7,fog
2006-10-12,0.0,21.3,8.3,2.2,fog
2006-10-12,0.0,22.9,12.9,0.2,fog
2006-10-13,0.0,27.4,5.6,3.5,fog
2006-10-14,0.0,17.4,7.3,3.1,fog
2006-10-15,1.1,19.7,14.5,1.9,drizzle
2006-10-16,1.7,25.8,7.0,4.1,drizzle
2006-10-17,0.4,18.8,6.1,3.0,rain
2006-10-17,5.2,10.9,3.1,2.5,rain
2006-10-19,1.9,13.6,10.8,2.6,rain
2006-10-19,0.0,13.6,7.1,2.9,fog
2006-10-20,0.0,21.4,13.9,4.6,sun
2006-10-20,0.0,12.5,7.4,2.9,sun
2006-10-20,0.0,15.2,10.0,1.3,fog
2006-10-22,41.2,5.3,1.3,3.4,rain
2006-10-23,0.0,18.8,16.4,2.4,fog
2006-10-27,0.0,21.3,3.6,3.1,fog
2006-11-01,5.9,16.7,-1.5,1.8,rain
2006-11-02,0.0,17.1,3.9,3.8,fog
2006-11-03,0.4,20.4,8.6,1.8,drizzle
2006-11-04,0.0,21.9,-4.8,0.8,fog
2006-11-06,0.0,15.9,7.6,2.3,fog
2006-11-09,2.4,3.7,3.0,5.4,snow
2006-11-11,0.0,18.0,-2.1,2.1,fog
2006-11-12,0.0,25.4,5.1,1.9,fog
2006-11-15,0.0,18.8,15.0,2.0,fog
2006-11-16,17.2,12.6,11.7,6.5,rain
2006-11-17,3.4,18.1,5.0,3.2,rain
2006-11-22,2.9,24.1,5.6,4.3,rain
2006-11-22,0.0,15.7,3.4,4.3,fog
2006-11-25,1.9,6.8,-0.4,2.2,drizzle
2006-11-25,2.2,10.5,2.4,5.8,rain
2006-12-02,23.9,8.3,2.9,3.9,snow
2006-12-03,0.0,17.9,-2.5,3.3,fog
2006-12-04,0.5,17.0,9.7,3.0,rain
2006-12-05,12.3,2.6,0.8,5.9,snow
2006-12-05,0.1,17.8,6.3,4.0,rain
2006-12-05,20.4,8.6,-5.6,5.4,snow
2006-12-06,3.3,5.8,0.3,1.9,snow
2006-12-07,0.0,9.8,6.3,1.0,fog
2006-12-08,14.6,3.9,-3.3,5.5,snow
2006-12-10,1.3,12.8,-4.9,1.2,drizzle
2006-12-10,3.8,16.2,-0.2,4.2,snow
2006-12-11,2.1,6.9,-3.6,4.8,snow
2006-12-13,1.6,27.1,9.7,2.7,drizzle
2006-12-15,16.5,7.0,4.0,7.3,snow
2006-12-15,0.0,3.5,2.2,3.0,fog
2006-12-18,2.2,4.2,-0.3,1.7,snow
2006-12-18,0.8,11.7,3.3,1.3,rain
2006-12-18,5.6,9.9,-2.8,6.1,snow
2006-12-19,0.0,26.4,5.4,1.1,fog
2006-12-20,0.0,30.5,7.7,3.0,fog
2006-12-20,3.6,3.8,-0.6,3.1,snow
2006-12-21,21.5,7.0,3.2,8.1,rain
2006-12-21,4.8,3.7,-4.4,3.8,snow
2006-12-21,11.7,3.9,2.7,5.4,snow
2006-12-21,1.0,1.8,-2.0,4.0,snow
2006-12-22,0.6,18.5,-1.2,3.0,drizzle
2006-12-23,0.0,26.1,7.2,2.7,sun
2006-12-24,9.5,2.7,-2.1,3.9,snow
2006-12-25,10.2,9.6,-2.8,1.8,snow
2006-12-26,12.8,17.8,3.8,5.1,rain
2006-12-26,2.0,16.9,7.4,4.2,rain
2006-12-26,0.0,7.1,3.7,0.2,sun
2006-12-26,0.2,16.2,0.8,0.9,rain
2006-12-27,2.4,1.3,0.6,5.3,snow
2006-12-27,0.0,21.8,19.3,3.1,sun
2007-01-01,2.3,7.5,2.1,2.3,snow
2007-01-01,1.7,17.4,1.1,2.3,drizzle
2007-01-02,0.0,23.6,10.9,5.6,sun
2007-01-02,8.2,9.5,-2.2,3.7,snow
2007-01-02,0.0,22.5,-1.4,2.4,fog
2007-01-03,1.1,11.6,10.0,3.2,drizzle
2007-01-04,9.1,10.6,8.2,2.6,rain
2007-01-04,0.5,18.1,10.3,5.4,rain
2007-01-04,0.0,14.0,10.4,1.9,fog
2007-01-04,1.8,6.7,1.6,2.4,drizzle
2007-01-05,8.9,6.4,1.1,6.0,snow
2007-01-05,0.0,-0.0,-2.6,1.7,sun
2007-01-06,6.2,6.0,2.9,6.0,snow
2007-01-06,12.0,4.3,-3.7,7.4,snow
2007-01-07,10.3,4.9,-2.7,2.9,snow
2007-01-08,0.8,33.5,2.9,2.0,drizzle
2007-01-08,10.8,10.0,-0.2,3.9,snow
2007-01-08,24.1,11.0,9.4,1.8,rain
2007-01-10,0.0,16.8,8.8,3.6,fog
2007-01-10,3.9,2.7,-0.5,4.7,snow
2007-01-11,13.2,8.4,1.5,6.4,snow
2007-01-12,0.0,18.3,8.6,2.1,fog
2007-01-12,0.0,21.4,-0.5,3.7,fog
2007-01-12,0.0,6.1,4.2,3.4,fog
2007-01-13,2.7,2.2,-4.8,5.5,snow
2007-01-13,0.0,24.2,3.6,2.8,fog
2007-01-13,0.0,26.9,3.9,3.0,fog
2007-01-14,0.9,12.2,7.4,4.0,drizzle
2007-01-15,2.8,5.0,-0.1,3.7,snow
2007-01-15,2.0,25.9,10.6,1.4,drizzle
2007-01-15,0.6,21.3,6.7,1.7,drizzle
2007-01-16,6.8,8.5,-1.6,1.2,snow
2007-01-16,0.0,13.0,11.8,2.4,fog
2007-01-17,0.0,33.7,3.0,1.4,fog
2007-01-17,1.9,20.0,5.6,1.3,drizzle
2007-01-18,0.7,1.8,-1.3,7.7,snow
2007-01-20,0.3,17.5,14.3,1.5,drizzle
2007-01-21,23.9,6.9,0.8,5.3,snow
2007-01-21,28.5,14.6,11.1,5.3,rain
2007-01-22,6.5,-3.3,-5.7,2.5,rain
2007-01-22,1.6,17.3,6.8,2.0,drizzle
2007-01-22,0.0,21.8,10.3,2.0,fog
2007-01-23,3.2,14.1,3.2,2.5,rain
2007-01-23,15.1,-0.5,-5.0,4.0,snow
2007-01-23,2.5,1.4,-1.2,4.5,snow
2007-01-24,0.4,12.0,10.3,2.2,drizzle
2007-01-25,12.3,4.9,1.8,2.8,snow
2007-01-25,0.0,8.3,1.2,1.5,sun
2007-01-25,9.2,6.5,-1.1,2.8,snow
2007-01-25,1.3,6.7,0.8,1.5,drizzle
2007-01-26,18.4,5.1,1.4,2.2,snow
2007-01-26,7.8,3.9,0.2,1.5,snow
2007-01-27,0.0,16.5,10.8,4.2,fog
2007-01-27,0.0,7.9,5.1,2.6,sun
2007-02-01,25.8,8.1,5.3,0.6,rain
2007-02-01,19.0,7.5,6.1,1.3,rain
2007-02-02,6.6,14.2,11.8,2.3,rain
2007-02-02,13.2,11.0,1.9,5.6,snow
2007-02-04,0.0,24.7,7.7,1.1,sun
2007-02-05,22.0,6.3,0.3,1.9,snow
2007-02-07,3.6,4.0,2.2,2.0,snow
2007-02-08,0.0,14.5,7.3,2.3,fog
2007-02-08,0.0,20.4,8.7,3.4,fog
2007-02-08,1.0,6.4,3.8,1.7,drizzle
2007-02-08,11.5,2.3,1.2,4.2,snow
2007-02-09,1.1,18.1,5.5,0.3,drizzle
2007-02-10,18.0,5.4,1.6,5.2,snow
2007-02-10,9.1,15.8,10.0,4.6,rain
2007-02-12,0.6,13.2,12.5,4.3,rain
2007-02-14,12.2,2.7,0.5,5.4,snow
2007-02-14,7.6,12.0,8.0,3.9,rain
2007-02-15,6.1,19.4,4.5,6.4,rain
2007-02-16,13.4,7.1,1.9,4.5,snow
2007-02-17,0.8,8.1,0.3,5.4,snow
2007-02-17,1.2,20.9,-2.1,2.4,drizzle
2007-02-19,1.0,24.7,-6.0,2.5,drizzle
2007-02-19,0.0,15.9,14.4,2.8,sun
2007-02-20,1.5,4.7,-0.8,2.4,snow
2007-02-20,20.7,2.0,-0.3,5.5,snow
2007-02-20,0.0,29.7,4.5,2.8,sun
2007-02-20,0.0,25.0,7.7,4.2,sun
2007-02-20,0.6,8.5,4.7,2.3,drizzle
2007-02-22,7.4,3.9,1.8,6.6,snow
2007-02-24,5.0,8.5,0.3,5.9,snow
2007-02-25,0.8,21.1,-5.5,3.0,drizzle
2007-02-26,4.0,4.3,1.0,5.1,snow
2007-02-26,13.8,18.4,12.6,4.3,rain
2007-02-27,2.0,21.0,-2.9,2.9,drizzle
2007-03-01,5.6,4.6,1.7,2.9,snow
2007-03-01,4.5,8.1,6.7,3.7,rain
2007-03-02,0.0,9.3,3.4,2.9,fog
2007-03-05,0.3,15.9,14.9,2.9,drizzle
2007-03-05,1.8,27.2,22.2,2.5,drizzle
2007-03-07,2.2,4.6,-1.1,3.9,rain
2007-03-08,2.4,18.4,7.5,2.1,rain
2007-03-08,6.2,6.7,0.3,4.7,snow
2007-03-08,14.0,4.3,-1.5,4.4,snow
2007-03-09,6.2,2.3,0.1,6.0,snow
2007-03-09,4.1,2.7,1.1,5.2,snow
2007-03-09,13.7,4.7,-2.8,6.4,snow
2007-03-10,0.2,14.8,8.7,0.2,rain
2007-03-10,0.9,11.8,1.2,1.6,drizzle
2007-03-10,18.9,11.9,-0.6,5.5,snow
2007-03-11,5.1,4.3,0.1,1.4,snow
2007-03-12,8.5,7.9,0.3,7.0,snow
2007-03-12,0.0,21.4,7.3,3.1,fog
2007-03-12,9.2,5.9,1.2,3.5,snow
2007-03-13,10.0,9.8,-0.5,2.3,snow
2007-03-13,1.7,18.0,4.9,6.8,rain
2007-03-13,0.0,14.4,10.1,3.8,sun
2007-03-14,2.9,5.1,-1.1,3.2,snow
2007-03-14,1.6,8.6,-1.2,4.9,snow
2007-03-15,10.0,5.6,3.3,1.3,snow
2007-03-16,20.4,11.1,0.6,5.6,snow
2007-03-16,1.1,-1.7,-3.2,0.9,drizzle
2007-03-17,2.5,0.8,-1.9,3.9,snow
2007-03-18,8.1,3.7,2.4,7.4,snow
2007-03-18,0.0,14.3,12.7,1.8,sun
2007-03-18,0.0,15.9,10.9,2.1,sun
2007-03-21,0.0,27.1,6.1,3.4,fog
2007-03-21,0.7,15.7,9.9,3.6,drizzle
2007-03-22,10.7,4.0,-1.2,3.2,rain
2007-03-23,6.2,8.4,-1.5,5.0,snow
2007-03-23,4.5,5.5,-0.0,2.3,snow
2007-03-23,8.3,5.2,1.0,3.8,snow
2007-03-25,0.0,24.0,10.9,3.4,sun
2007-03-25,12.3,12.9,10.4,2.4,rain
2007-03-25,0.0,20.0,8.9,3.5,fog
2007-03-26,12.1,6.7,-5.2,3.7,snow
2007-03-26,3.3,3.7,-3.5,4.6,snow
2007-03-26,0.9,12.1,8.9,4.6,rain
2007-03-26,0.1,22.2,11.6,2.0,rain
2007-04-02,0.0,15.3,13.9,2.1,sun
2007-04-02,19.9,3.5,0.1,6.0,snow
2007-04-07,4.8,17.6,2.0,1.9,rain
2007-04-07,0.3,4.9,1.6,2.1,rain
2007-04-07,0.1,10.9,3.6,2.7,rain
2007-04-07,20.0,14.6,11.5,3.8,rain
2007-04-08,3.5,5.4,-1.4,4.3,snow
2007-04-09,0.9,11.2,4.4,2.3,drizzle
2007-04-09,4.1,4.4,-0.5,6.7,snow
2007-04-09,0.0,16.3,7.0,4.2,sun
2007-04-10,3.4,14.5,5.7,4.6,rain
2007-04-11,1.1,20.8,10.0,2.4,drizzle
2007-04-11,7.3,7.0,0.2,3.3,snow
2007-04-14,1.5,31.5,20.4,1.0,drizzle
2007-04-19,0.0,15.5,9.7,3.4,sun
2007-04-20,10.5,21.0,7.0,0.8,rain
2007-04-23,0.3,20.3,7.1,3.5,rain
2007-04-24,0.0,7.3,5.0,2.4,sun
2007-04-26,0.0,0.4,-3.9,5.3,sun
2007-05-01,0.0,33.2,6.6,3.1,sun
2007-05-06,0.0,24.8,7.1,4.2,sun
2007-05-08,0.0,16.2,11.2,3.9,fog
2007-05-08,0.1,17.6,9.1,4.6,rain
2007-05-10,0.0,20.9,15.0,2.8,sun
2007-05-12,0.9,7.2,5.0,2.3,drizzle
2007-05-15,0.0,22.8,20.7,4.1,fog
2007-05-19,1.8,10.5,5.6,2.6,drizzle
2007-05-19,0.0,13.4,12.8,0.8,sun
2007-05-20,0.0,18.1,12.0,3.3,sun
2007-05-21,0.0,19.7,14.3,2.3,sun
2007-05-21,1.1,19.4,15.6,1.3,drizzle
2007-05-24,0.0,19.3,11.1,4.0,sun
2007-05-24,0.0,18.9,10.6,3.7,sun
2007-05-26,1.8,11.5,2.4,3.0,rain
2007-05-27,0.0,26.0,9.2,3.1,sun
2007-05-27,0.9,30.8,19.3,3.6,drizzle
2007-05-27,0.0,9.0,4.6,2.8,fog
2007-06-03,0.0,30.9,13.2,1.4,sun
2007-06-04,0.5,15.4,-1.5,2.3,drizzle
2007-06-04,0.0,20.3,-2.3,3.2,sun
2007-06-05,1.6,15.2,9.3,1.2,drizzle
2007-06-05,0.0,23.5,15.8,1.2,sun
2007-06-06,0.0,22.1,-0.2,4.0,sun
2007-06-07,7.0,14.2,4.0,6.9,rain
2007-06-11,0.0,19.7,5.3,3.6,sun
2007-06-12,1.5,11.9,10.2,1.9,drizzle
2007-06-14,0.0,12.1,11.1,5.3,sun
2007-06-14,0.0,26.0,7.0,3.9,sun
2007-06-15,0.0,16.6,11.9,3.8,sun
2007-06-16,1.1,10.0,5.9,2.2,drizzle
2007-06-17,0.0,29.2,8.9,2.6,sun
2007-06-22,0.0,21.9,12.7,4.1,sun
2007-06-22,0.0,31.1,6.4,2.7,sun
2007-06-23,16.1,17.3,5.4,1.4,rain
2007-06-26,0.0,21.7,6.4,3.7,sun
2007-07-01,0.0,21.6,10.0,2.2,fog
2007-07-01,0.0,8.4,5.7,0.8,fog
2007-07-02,0.2,10.1,7.5,1.0,drizzle
2007-07-02,0.0,18.6,8.6,3.6,sun
2007-07-04,0.0,27.2,12.0,0.3,sun
2007-07-04,0.8,14.4,3.7,3.4,drizzle
2007-07-04,1.3,30.8,-0.8,2.4,drizzle
2007-07-05,0.0,23.0,13.3,0.9,sun
2007-07-06,1.5,21.8,13.0,0.3,drizzle
2007-07-07,0.0,11.3,8.2,3.7,sun
2007-07-07,0.6,37.2,7.9,2.0,drizzle
2007-07-09,0.3,11.4,-1.8,3.5,drizzle
2007-07-09,0.0,15.8,9.6,1.6,sun
2007-07-10,1.0,9.1,4.4,2.1,drizzle
2007-07-11,0.0,13.6,9.2,0.2,sun
2007-07-12,0.3,16.6,3.6,2.0,drizzle
2007-07-15,0.0,9.9,7.1,3.1,fog
2007-07-16,1.3,6.0,3.8,2.0,drizzle
2007-07-16,0.0,22.4,11.4,1.5,sun
2007-07-17,0.0,19.7,13.1,4.4,fog
2007-07-17,1.1,18.8,-0.9,3.4,drizzle
2007-07-19,0.5,26.8,15.5,1.5,drizzle
2007-07-19,1.5,13.8,8.7,2.3,drizzle
2007-07-20,1.9,14.6,6.7,3.7,drizzle
2007-07-20,0.0,22.3,5.1,2.5,fog
2007-07-21,1.9,20.2,9.9,1.6,drizzle
2007-07-21,0.0,18.2,10.1,0.4,sun
2007-07-21,0.0,15.3,6.5,3.7,sun
2007-07-22,0.0,8.1,6.5,2.5,fog
2007-07-22,0.0,12.8,3.5,4.5,fog
2007-07-24,0.0,34.0,8.4,4.1,fog
2007-07-24,2.0,24.9,4.3,2.9,drizzle
2007-07-26,0.7,29.4,13.8,2.7,drizzle
2007-07-26,0.0,23.2,-3.7,1.5,fog
2007-07-27,1.8,12.3,9.7,2.0,drizzle
2007-07-27,1.2,22.1,12.5,2.0,drizzle
2007-08-02,0.0,10.0,6.6,3.4,sun
2007-08-03,1.3,20.4,7.1,0.8,drizzle
2007-08-04,0.0,17.6,12.0,4.7,fog
2007-08-05,1.2,46.4,9.3,2.2,drizzle
2007-08-05,0.0,19.1,7.6,2.2,sun
2007-08-12,0.0,18.5,4.0,2.5,fog
2007-08-14,1.1,16.6,0.0,2.7,drizzle
2007-08-15,16.2,11.2,6.2,5.7,rain
2007-08-15,2.6,15.5,7.8,4.9,rain
2007-08-15,0.0,14.6,8.8,0.4,fog
2007-08-17,0.8,14.9,9.2,1.4,drizzle
2007-08-19,1.3,12.1,11.5,2.2,drizzle
2007-08-19,6.4,8.9,3.5,3.5,rain
2007-08-22,1.8,16.8,1.8,2.7,drizzle
2007-08-24,0.0,24.8,10.5,1.9,sun
2007-08-26,0.0,34.7,9.0,2.7,sun
2007-09-01,0.0,13.1,7.1,3.8,sun
2007-09-01,1.7,11.7,0.0,2.4,drizzle
2007-09-01,10.7,11.1,8.3,3.9,rain
2007-09-04,0.0,15.7,4.8,5.6,fog
2007-09-05,0.6,7.2,-2.2,3.2,drizzle
2007-09-07,0.5,25.4,13.8,2.4,drizzle
2007-09-08,1.5,-3.8,-7.8,0.7,drizzle
2007-09-08,0.0,20.4,11.0,3.5,sun
2007-09-08,0.0,17.4,3.9,2.2,fog
2007-09-09,0.0,15.4,7.3,0.4,fog
2007-09-10,0.6,19.3,4.3,2.4,drizzle
2007-09-14,0.0,28.6,4.5,3.0,fog
2007-09-15,0.0,24.7,7.1,2.2,fog
2007-09-15,0.5,19.3,9.3,4.9,rain
2007-09-16,0.0,11.4,9.4,4.0,fog
2007-09-17,0.0,2.3,-0.0,2.7,sun
2007-09-18,0.0,32.5,1.9,2.1,sun
2007-09-18,0.6,22.8,-1.9,0.2,drizzle
2007-09-18,23.6,18.2,14.6,2.0,rain
2007-09-19,0.0,9.6,6.9,4.2,fog
2007-09-20,39.0,11.7,3.7,1.9,rain
2007-09-21,0.0,8.9,4.7,3.2,fog
2007-09-21,0.0,25.5,3.4,3.1,fog
2007-09-22,0.2,12.1,-1.2,4.5,drizzle
2007-09-23,0.0,28.8,6.8,1.6,sun
2007-09-25,0.0,19.9,13.3,1.9,sun
2007-09-25,1.2,11.1,8.2,3.1,drizzle
2007-09-25,0.0,24.5,10.7,2.9,sun
2007-09-27,0.8,21.6,20.2,4.9,drizzle
2007-09-27,0.0,8.0,3.6,3.1,fog
2007-10-02,0.0,21.2,8.8,3.5,fog
2007-10-03,0.0,16.7,8.7,2.9,fog
2007-10-06,14.3,13.3,5.8,1.6,rain
2007-10-08,0.0,20.9,2.1,3.6,fog
2007-10-09,0.0,20.6,9.3,0.2,fog
2007-10-10,23.7,11.1,3.2,6.0,rain
2007-10-10,0.0,9.0,7.8,2.8,fog
2007-10-11,0.8,3.0,0.9,1.4,drizzle
2007-10-11,0.1,15.9,3.4,2.9,rain
2007-10-12,5.4,11.6,7.4,2.1,rain
2007-10-13,0.0,17.4,3.1,2.1,fog
2007-10-17,1.3,19.3,10.5,3.0,drizzle
2007-10-18,0.0,26.0,10.6,1.6,sun
2007-10-18,0.0,18.2,10.5,1.1,fog
2007-10-19,0.0,25.0,10.2,1.5,fog
2007-10-19,0.0,12.7,4.3,3.2,sun
2007-10-22,1.8,33.2,1.9,2.3,drizzle
2007-10-24,3.1,10.2,5.3,3.0,rain
2007-10-24,0.7,16.7,-4.8,2.1,drizzle
2007-10-26,0.0,22.0,9.6,3.5,sun
2007-10-27,1.0,21.6,10.4,6.4,rain
2007-11-01,2.3,16.4,5.2,1.0,rain
2007-11-01,0.0,23.8,19.8,0.2,fog
2007-11-02,5.6,11.6,8.3,5.4,rain
2007-11-02,15.9,6.9,-0.7,4.5,snow
2007-11-04,0.1,19.9,2.1,1.6,drizzle
2007-11-05,0.3,13.1,3.6,5.3,rain
2007-11-06,3.7,14.6,-3.1,6.4,rain
2007-11-07,0.8,12.5,10.1,3.4,drizzle
2007-11-07,1.9,11.8,10.4,5.1,rain
2007-11-14,0.0,20.9,8.6,3.7,sun
2007-11-15,14.2,17.4,5.5,1.7,rain
2007-11-16,4.9,11.8,9.8,4.4,rain
2007-11-21,0.8,18.4,13.3,0.8,drizzle
2007-11-22,0.0,31.5,9.1,2.6,sun
2007-11-22,0.8,7.4,3.6,2.4,rain
2007-11-25,0.0,26.9,3.7,1.8,fog
2007-11-25,0.0,14.8,10.4,3.7,fog
2007-11-27,0.0,15.2,7.4,2.1,sun
2007-12-02,0.0,21.7,18.2,1.6,sun
2007-12-02,0.7,8.3,-1.7,5.0,snow
2007-12-02,0.9,26.1,11.8,2.5,drizzle
2007-12-03,0.0,18.7,9.8,4.4,sun
2007-12-06,1.6,6.2,3.0,2.8,drizzle
2007-12-07,6.5,2.9,2.2,4.4,snow
2007-12-10,2.4,5.2,1.7,3.0,snow
2007-12-10,23.2,8.4,1.2,3.3,snow
2007-12-11,8.0,6.4,3.4,4.2,snow
2007-12-11,7.7,12.2,8.6,0.2,rain
2007-12-12,4.2,2.6,0.1,4.5,snow
2007-12-13,1.7,-4.9,-8.7,3.3,rain
2007-12-14,0.0,19.1,8.7,3.6,fog
2007-12-15,1.1,12.4,3.4,1.5,drizzle
2007-12-18,5.4,2.7,0.6,3.9,snow
2007-12-18,10.6,5.2,0.0,6.9,snow
2007-12-18,2.0,4.4,-0.6,4.6,snow
2007-12-19,0.6,2.8,-2.6,3.5,snow
2007-12-19,1.9,7.3,-3.9,4.3,snow
2007-12-19,0.0,29.3,12.4,3.0,sun
2007-12-21,1.5,12.1,9.2,1.7,rain
2007-12-21,0.0,15.9,-0.6,0.5,sun
2007-12-21,2.9,6.3,2.4,4.3,snow
2007-12-22,23.9,3.5,-2.2,5.8,snow
2007-12-22,0.9,16.3,7.6,3.4,drizzle
2007-12-22,0.0,7.7,2.0,2.6,fog
2007-12-25,0.0,13.6,10.3,4.7,sun
2007-12-26,6.1,7.0,2.6,4.1,rain
2007-12-27,0.0,21.5,5.3,3.2,fog
2008-01-01,0.2,10.2,5.1,2.0,drizzle
2008-01-01,0.0,21.2,9.2,1.9,fog
2008-01-02,0.0,22.8,10.9,0.9,fog
2008-01-02,0.9,10.3,8.0,0.8,drizzle
2008-01-02,31.5,9.6,7.7,2.1,rain
2008-01-04,5.6,6.8,-2.5,2.3,snow
2008-01-04,0.0,27.2,7.6,2.4,fog
2008-01-04,19.0,3.1,-1.6,6.6,snow
2008-01-05,0.0,13.8,9.1,3.4,fog
2008-01-05,0.0,24.1,1.6,2.5,fog
2008-01-05,0.1,20.2,2.5,2.6,drizzle
2008-01-05,1.3,13.1,-4.5,2.2,drizzle
2008-01-06,0.3,4.0,-1.3,2.4,drizzle
2008-01-06,0.0,31.8,11.7,1.7,sun
2008-01-06,1.1,25.2,-2.5,2.1,drizzle
2008-01-07,3.6,5.4,-1.1,5.2,snow
2008-01-08,0.7,19.2,14.9,1.1,drizzle
2008-01-08,9.0,2.4,0.8,3.4,snow
2008-01-08,0.0,19.0,5.8,3.1,sun
2008-01-08,6.9,16.1,11.8,2.2,rain
2008-01-08,0.9,8.0,4.3,2.9,drizzle
2008-01-09,2.3,4.5,-0.6,8.2,snow
2008-01-10,0.0,27.2,10.2,3.5,fog
2008-01-11,5.2,6.3,1.9,3.0,snow
2008-01-11,8.0,6.6,2.8,3.9,snow
2008-01-12,0.9,37.5,5.9,3.0,drizzle
2008-01-12,20.8,11.8,-2.5,2.5,snow
2008-01-13,0.0,25.5,13.4,2.0,fog
2008-01-13,2.2,7.3,2.4,5.7,snow
2008-01-14,0.3,10.6,7.3,2.3,rain
2008-01-14,8.0,3.8,-2.6,4.4,snow
2008-01-14,1.8,-3.0,-5.7,3.3,drizzle
2008-01-15,0.7,11.0,-0.2,2.1,snow
2008-01-17,2.0,3.8,-2.6,2.9,snow
2008-01-17,0.0,14.8,13.2,4.5,fog
2008-01-17,0.6,20.0,3.7,4.0,drizzle
2008-01-18,0.0,11.5,7.9,1.8,fog
2008-01-18,9.5,6.7,3.0,5.6,snow
