precipitation,temp_max,temp_min,wind,weather,month,day,day_of_week,day_of_year,quarter,week_of_year,month_sin,month_cos,avg_temp,temp_range,season
0.1,10.2,8.9,0.7,0,4,10,3,100,2,15,0.8660254037844387,-0.4999999999999998,9.55,1.299999999999999,1
0.0,24.7,6.7,5.5,4,4,10,3,100,2,15,0.8660254037844387,-0.4999999999999998,15.7,18.0,1
23.9,11.3,-0.7,4.3,3,4,14,0,104,2,16,0.8660254037844387,-0.4999999999999998,5.300000000000001,12.0,1
4.1,3.8,0.8,3.4,3,4,14,0,104,2,16,0.8660254037844387,-0.4999999999999998,2.3,3.0,1
7.2,9.7,3.3,5.9,2,4,14,0,104,2,16,0.8660254037844387,-0.4999999999999998,6.5,6.3999999999999995,1
0.5,17.8,14.4,2.6,2,4,16,2,106,2,16,0.8660254037844387,-0.4999999999999998,16.1,3.4000000000000004,1
7.7,20.0,10.0,0.2,2,4,16,2,106,2,16,0.8660254037844387,-0.4999999999999998,15.0,10.0,1
0.0,1.3,-4.5,2.2,4,4,17,3,107,2,16,0.8660254037844387,-0.4999999999999998,-1.6,5.8,1
0.0,7.0,6.0,2.7,4,4,17,3,107,2,16,0.8660254037844387,-0.4999999999999998,6.5,1.0,1
0.0,25.9,15.7,2.3,4,4,17,3,107,2,16,0.8660254037844387,-0.4999999999999998,20.799999999999997,10.2,1
1.4,12.0,6.1,1.5,0,4,23,2,113,2,17,0.8660254037844387,-0.4999999999999998,9.05,5.9,1
6.7,8.2,1.0,4.7,3,4,24,3,114,2,17,0.8660254037844387,-0.4999999999999998,4.6,7.199999999999999,1
0.0,35.4,10.6,2.6,4,4,25,4,115,2,17,0.8660254037844387,-0.4999999999999998,23.0,24.799999999999997,1
13.9,7.9,5.0,5.4,3,4,25,4,115,2,17,0.8660254037844387,-0.4999999999999998,6.45,2.9000000000000004,1
20.8,4.7,-0.1,2.7,3,4,25,4,115,2,17,0.8660254037844387,-0.4999999999999998,2.3000000000000003,4.8,1
0.0,23.4,6.7,3.4,4,5,2,4,122,2,18,0.49999999999999994,-0.8660254037844387,15.049999999999999,16.7,1
0.0,14.8,11.8,4.9,4,5,3,5,123,2,18,0.49999999999999994,-0.8660254037844387,13.3,3.0,1
0.0,9.9,6.7,3.1,1,5,5,0,125,2,19,0.49999999999999994,-0.8660254037844387,8.3,3.2,1
10.8,15.3,10.0,4.6,2,5,6,1,126,2,19,0.49999999999999994,-0.8660254037844387,12.65,5.300000000000001,1
8.5,20.9,2.9,4.6,2,5,7,2,127,2,19,0.49999999999999994,-0.8660254037844387,11.899999999999999,18.0,1
0.0,21.1,10.1,4.6,4,5,8,3,128,2,19,0.49999999999999994,-0.8660254037844387,15.600000000000001,11.000000000000002,1
1.7,16.3,6.9,4.5,2,5,11,6,131,2,19,0.49999999999999994,-0.8660254037844387,11.600000000000001,9.4,1
0.0,26.2,-1.3,3.9,4,5,15,3,135,2,20,0.49999999999999994,-0.8660254037844387,12.45,27.5,1
0.0,8.0,3.6,0.5,1,5,15,3,135,2,20,0.49999999999999994,-0.8660254037844387,5.8,4.4,1
0.0,2.3,-2.6,1.1,4,5,19,0,139,2,21,0.49999999999999994,-0.8660254037844387,-0.15000000000000013,4.9,1
0.0,25.1,2.6,3.0,4,5,20,1,140,2,21,0.49999999999999994,-0.8660254037844387,13.850000000000001,22.5,1
0.0,20.9,16.9,1.4,4,5,20,1,140,2,21,0.49999999999999994,-0.8660254037844387,18.9,4.0,1
0.0,8.3,5.5,4.2,4,5,20,1,140,2,21,0.49999999999999994,-0.8660254037844387,6.9,2.8000000000000007,1
6.3,14.2,0.5,2.1,2,5,21,2,141,2,21,0.49999999999999994,-0.8660254037844387,7.35,13.7,1
0.0,7.6,4.9,3.0,4,5,22,3,142,2,21,0.49999999999999994,-0.8660254037844387,6.25,2.6999999999999993,1
0.2,17.5,9.7,4.2,2,5,26,0,146,2,22,0.49999999999999994,-0.8660254037844387,13.6,7.800000000000001,1
0.0,20.5,12.1,3.5,4,5,26,0,146,2,22,0.49999999999999994,-0.8660254037844387,16.3,8.4,1
0.5,23.4,5.7,3.9,2,6,1,6,152,2,22,1.2246467991473532e-16,-1.0,14.549999999999999,17.7,2
1.0,28.5,6.0,2.5,0,6,1,6,152,2,22,1.2246467991473532e-16,-1.0,17.25,22.5,2
1.9,27.0,7.6,2.8,0,6,3,1,154,2,23,1.2246467991473532e-16,-1.0,17.3,19.4,2
15.0,10.4,9.4,2.1,2,6,3,1,154,2,23,1.2246467991473532e-16,-1.0,9.9,1.0,2
0.0,12.4,0.8,4.7,4,6,4,2,155,2,23,1.2246467991473532e-16,-1.0,6.6000000000000005,11.6,2
0.0,8.3,5.0,3.9,4,6,5,3,156,2,23,1.2246467991473532e-16,-1.0,6.65,3.3000000000000007,2
1.2,12.9,8.1,1.0,0,6,6,4,157,2,23,1.2246467991473532e-16,-1.0,10.5,4.800000000000001,2
0.0,33.5,15.6,2.4,4,6,7,5,158,2,23,1.2246467991473532e-16,-1.0,24.55,17.9,2
0.0,22.2,14.4,5.5,4,6,10,1,161,2,24,1.2246467991473532e-16,-1.0,18.3,7.799999999999999,2
0.0,20.1,5.0,3.5,4,6,11,2,162,2,24,1.2246467991473532e-16,-1.0,12.55,15.100000000000001,2
0.1,12.3,9.7,4.2,2,6,12,3,163,2,24,1.2246467991473532e-16,-1.0,11.0,2.6000000000000014,2
4.1,19.4,10.5,3.5,2,6,14,5,165,2,24,1.2246467991473532e-16,-1.0,14.95,8.899999999999999,2
0.0,9.0,6.8,2.7,4,6,16,0,167,2,25,1.2246467991473532e-16,-1.0,7.9,2.2,2
0.0,21.7,11.6,4.2,4,6,17,1,168,2,25,1.2246467991473532e-16,-1.0,16.65,10.1,2
0.0,2.6,-1.3,2.3,4,6,22,6,173,2,25,1.2246467991473532e-16,-1.0,0.65,3.9000000000000004,2
0.0,22.4,5.7,2.2,4,6,23,0,174,2,26,1.2246467991473532e-16,-1.0,14.049999999999999,16.7,2
0.0,18.7,15.0,2.5,4,6,23,0,174,2,26,1.2246467991473532e-16,-1.0,16.85,3.6999999999999993,2
0.0,16.8,2.5,3.5,4,6,24,1,175,2,26,1.2246467991473532e-16,-1.0,9.65,14.3,2
12.0,18.3,8.5,3.9,2,6,25,2,176,2,26,1.2246467991473532e-16,-1.0,13.4,9.8,2
0.1,17.4,1.7,1.7,0,7,1,1,182,3,27,-0.4999999999999997,-0.8660254037844388,9.549999999999999,15.7,2
0.1,19.4,15.0,4.5,2,7,1,1,182,3,27,-0.4999999999999997,-0.8660254037844388,17.2,4.399999999999999,2
0.0,12.1,7.2,1.4,4,7,2,2,183,3,27,-0.4999999999999997,-0.8660254037844388,9.65,4.8999999999999995,2
1.6,19.4,-0.3,3.0,0,7,2,2,183,3,27,-0.4999999999999997,-0.8660254037844388,9.549999999999999,19.7,2
0.1,10.2,8.0,1.6,0,7,3,3,184,3,27,-0.4999999999999997,-0.8660254037844388,9.1,2.1999999999999993,2
0.7,-11.8,-13.1,2.2,0,7,4,4,185,3,27,-0.4999999999999997,-0.8660254037844388,-12.45,1.299999999999999,2
0.5,14.7,1.3,2.2,0,7,5,5,186,3,27,-0.4999999999999997,-0.8660254037844388,8.0,13.399999999999999,2
0.7,36.0,8.5,2.2,0,7,5,5,186,3,27,-0.4999999999999997,-0.8660254037844388,22.25,27.5,2
0.0,15.1,9.3,4.1,4,7,5,5,186,3,27,-0.4999999999999997,-0.8660254037844388,12.2,5.799999999999999,2
0.0,10.1,3.5,3.8,1,7,6,6,187,3,27,-0.4999999999999997,-0.8660254037844388,6.8,6.6,2
7.9,19.7,6.5,1.7,2,7,7,0,188,3,28,-0.4999999999999997,-0.8660254037844388,13.1,13.2,2
1.5,15.5,0.9,1.8,0,7,7,0,188,3,28,-0.4999999999999997,-0.8660254037844388,8.2,14.6,2
1.7,28.0,10.2,1.1,0,7,7,0,188,3,28,-0.4999999999999997,-0.8660254037844388,19.1,17.8,2
0.0,10.3,4.2,3.7,4,7,7,0,188,3,28,-0.4999999999999997,-0.8660254037844388,7.25,6.1000000000000005,2
0.0,8.5,3.6,2.7,1,7,7,0,188,3,28,-0.4999999999999997,-0.8660254037844388,6.05,4.9,2
1.7,11.8,10.6,1.6,0,7,9,2,190,3,28,-0.4999999999999997,-0.8660254037844388,11.2,1.200000000000001,2
0.0,21.8,14.6,3.7,4,7,10,3,191,3,28,-0.4999999999999997,-0.8660254037844388,18.2,7.200000000000001,2
0.0,25.3,6.6,3.2,4,7,11,4,192,3,28,-0.4999999999999997,-0.8660254037844388,15.95,18.700000000000003,2
1.1,21.0,-1.1,3.1,0,7,13,6,194,3,28,-0.4999999999999997,-0.8660254037844388,9.95,22.1,2
0.0,22.7,8.0,2.8,4,7,13,6,194,3,28,-0.4999999999999997,-0.8660254037844388,15.35,14.7,2
0.0,20.9,18.5,2.1,1,7,16,2,197,3,29,-0.4999999999999997,-0.8660254037844388,19.7,2.3999999999999986,2
0.0,31.5,9.5,2.9,4,7,18,4,199,3,29,-0.4999999999999997,-0.8660254037844388,20.5,22.0,2
0.0,12.1,5.8,1.6,1,7,19,5,200,3,29,-0.4999999999999997,-0.8660254037844388,8.95,6.3,2
0.0,15.9,6.6,2.0,1,7,20,6,201,3,29,-0.4999999999999997,-0.8660254037844388,11.25,9.3,2
0.0,29.1,10.0,2.2,4,7,20,6,201,3,29,-0.4999999999999997,-0.8660254037844388,19.55,19.1,2
0.0,7.7,2.6,0.2,4,7,20,6,201,3,29,-0.4999999999999997,-0.8660254037844388,5.15,5.1,2
0.0,10.1,6.8,2.5,1,7,22,1,203,3,30,-0.4999999999999997,-0.8660254037844388,8.45,3.3,2
0.0,23.1,1.6,2.9,4,7,22,1,203,3,30,-0.4999999999999997,-0.8660254037844388,12.350000000000001,21.5,2
1.7,14.5,13.8,3.2,0,7,23,2,204,3,30,-0.4999999999999997,-0.8660254037844388,14.15,0.6999999999999993,2
1.1,5.4,1.4,0.2,0,7,23,2,204,3,30,-0.4999999999999997,-0.8660254037844388,3.4000000000000004,4.0,2
0.0,29.6,10.9,3.8,1,7,24,3,205,3,30,-0.4999999999999997,-0.8660254037844388,20.25,18.700000000000003,2
0.0,8.7,2.9,3.3,4,7,24,3,205,3,30,-0.4999999999999997,-0.8660254037844388,5.8,5.799999999999999,2
0.0,27.7,11.2,3.3,4,7,26,5,207,3,30,-0.4999999999999997,-0.8660254037844388,19.45,16.5,2
1.4,0.7,-2.3,2.4,0,7,26,5,207,3,30,-0.4999999999999997,-0.8660254037844388,-0.7999999999999999,3.0,2
1.5,13.7,3.6,2.2,0,7,27,6,208,3,30,-0.4999999999999997,-0.8660254037844388,8.65,10.1,2
0.0,16.4,6.3,3.7,1,7,27,6,208,3,30,-0.4999999999999997,-0.8660254037844388,11.35,10.099999999999998,2
0.7,13.0,4.6,2.0,0,7,27,6,208,3,30,-0.4999999999999997,-0.8660254037844388,8.8,8.4,2
0.0,20.3,2.0,3.0,1,8,2,5,214,3,31,-0.8660254037844385,-0.5000000000000004,11.15,18.3,2
0.0,11.0,4.8,4.7,4,8,3,6,215,3,31,-0.8660254037844385,-0.5000000000000004,7.9,6.2,2
0.0,36.3,7.2,3.4,4,8,3,6,215,3,31,-0.8660254037844385,-0.5000000000000004,21.75,29.099999999999998,2
2.0,24.1,12.0,0.7,0,8,3,6,215,3,31,-0.8660254037844385,-0.5000000000000004,18.05,12.100000000000001,2
0.0,22.3,10.9,2.2,4,8,3,6,215,3,31,-0.8660254037844385,-0.5000000000000004,16.6,11.4,2
0.0,21.9,4.0,2.2,4,8,4,0,216,3,32,-0.8660254037844385,-0.5000000000000004,12.95,17.9,2
0.0,5.9,4.9,2.7,4,8,5,1,217,3,32,-0.8660254037844385,-0.5000000000000004,5.4,1.0,2
0.2,7.4,2.4,3.1,0,8,6,2,218,3,32,-0.8660254037844385,-0.5000000000000004,4.9,5.0,2
0.2,7.5,3.3,0.9,0,8,7,3,219,3,32,-0.8660254037844385,-0.5000000000000004,5.4,4.2,2
0.0,17.2,5.6,3.3,4,8,8,4,220,3,32,-0.8660254037844385,-0.5000000000000004,11.399999999999999,11.6,2
0.0,8.5,3.4,3.3,4,8,9,5,221,3,32,-0.8660254037844385,-0.5000000000000004,5.95,5.1,2
18.7,6.1,2.5,3.1,2,8,11,0,223,3,33,-0.8660254037844385,-0.5000000000000004,4.3,3.5999999999999996,2
4.7,7.5,4.3,2.4,2,8,11,0,223,3,33,-0.8660254037844385,-0.5000000000000004,5.9,3.2,2
0.0,21.6,8.7,2.7,4,8,12,1,224,3,33,-0.8660254037844385,-0.5000000000000004,15.15,12.900000000000002,2
1.6,17.4,3.6,2.1,0,8,12,1,224,3,33,-0.8660254037844385,-0.5000000000000004,10.5,13.799999999999999,2
0.0,20.5,12.3,2.8,4,8,15,4,227,3,33,-0.8660254037844385,-0.5000000000000004,16.4,8.2,2
0.0,22.7,11.2,3.1,4,8,18,0,230,3,34,-0.8660254037844385,-0.5000000000000004,16.95,11.5,2
0.0,19.0,12.8,2.3,4,8,20,2,232,3,34,-0.8660254037844385,-0.5000000000000004,15.9,6.199999999999999,2
0.0,19.5,7.7,1.0,1,8,21,3,233,3,34,-0.8660254037844385,-0.5000000000000004,13.6,11.8,2
0.7,7.6,1.4,3.3,0,8,23,5,235,3,34,-0.8660254037844385,-0.5000000000000004,4.5,6.199999999999999,2
0.0,15.2,-1.4,2.9,4,8,27,2,239,3,35,-0.8660254037844385,-0.5000000000000004,6.8999999999999995,16.599999999999998,2
0.0,33.7,12.6,3.8,4,8,27,2,239,3,35,-0.8660254037844385,-0.5000000000000004,23.150000000000002,21.1,2
0.0,9.5,5.4,1.1,1,9,3,2,246,3,36,-1.0,-1.8369701987210297e-16,7.45,4.1,0
0.0,29.2,10.0,2.5,1,9,3,2,246,3,36,-1.0,-1.8369701987210297e-16,19.6,19.2,0
0.0,7.0,1.2,0.9,4,9,3,2,246,3,36,-1.0,-1.8369701987210297e-16,4.1,5.8,0
0.0,14.2,10.1,2.6,1,9,4,3,247,3,36,-1.0,-1.8369701987210297e-16,12.149999999999999,4.1,0
1.2,4.6,0.0,1.8,0,9,4,3,247,3,36,-1.0,-1.8369701987210297e-16,2.3,4.6,0
1.0,27.9,-3.7,0.4,0,9,5,4,248,3,36,-1.0,-1.8369701987210297e-16,12.1,31.599999999999998,0
2.1,16.3,7.0,4.3,2,9,6,5,249,3,36,-1.0,-1.8369701987210297e-16,11.65,9.3,0
0.0,5.9,1.1,1.8,1,9,6,5,249,3,36,-1.0,-1.8369701987210297e-16,3.5,4.800000000000001,0
0.0,29.6,1.8,4.0,4,9,6,5,249,3,36,-1.0,-1.8369701987210297e-16,15.700000000000001,27.8,0
1.7,3.3,-1.3,1.7,0,9,7,6,250,3,36,-1.0,-1.8369701987210297e-16,0.9999999999999999,4.6,0
0.0,35.8,12.3,2.4,4,9,7,6,250,3,36,-1.0,-1.8369701987210297e-16,24.049999999999997,23.499999999999996,0
1.5,-0.3,-5.0,2.5,0,9,8,0,251,3,37,-1.0,-1.8369701987210297e-16,-2.65,4.7,0
17.2,7.8,2.2,4.3,2,9,9,1,252,3,37,-1.0,-1.8369701987210297e-16,5.0,5.6,0
0.0,25.8,1.8,1.6,1,9,9,1,252,3,37,-1.0,-1.8369701987210297e-16,13.8,24.0,0
1.7,19.9,17.7,2.0,0,9,10,2,253,3,37,-1.0,-1.8369701987210297e-16,18.799999999999997,2.1999999999999993,0
0.0,12.0,7.3,1.3,1,9,14,6,257,3,37,-1.0,-1.8369701987210297e-16,9.65,4.7,0
0.0,26.8,7.8,3.2,1,9,15,0,258,3,38,-1.0,-1.8369701987210297e-16,17.3,19.0,0
0.0,23.2,7.1,3.4,4,9,16,1,259,3,38,-1.0,-1.8369701987210297e-16,15.149999999999999,16.1,0
0.0,28.1,2.7,4.0,4,9,16,1,259,3,38,-1.0,-1.8369701987210297e-16,15.4,25.400000000000002,0
0.0,16.5,4.7,1.9,1,9,18,3,261,3,38,-1.0,-1.8369701987210297e-16,10.6,11.8,0
0.0,12.6,3.2,4.0,4,9,18,3,261,3,38,-1.0,-1.8369701987210297e-16,7.9,9.399999999999999,0
0.0,18.3,15.9,3.8,4,9,19,4,262,3,38,-1.0,-1.8369701987210297e-16,17.1,2.4000000000000004,0
0.1,9.7,4.9,3.4,0,9,21,6,264,3,38,-1.0,-1.8369701987210297e-16,7.3,4.799999999999999,0
0.8,0.5,-4.3,2.5,0,9,24,2,267,3,39,-1.0,-1.8369701987210297e-16,-1.9,4.8,0
0.0,18.3,5.1,1.4,1,9,24,2,267,3,39,-1.0,-1.8369701987210297e-16,11.7,13.200000000000001,0
0.0,9.7,7.4,1.7,4,9,24,2,267,3,39,-1.0,-1.8369701987210297e-16,8.55,2.299999999999999,0
0.0,18.3,4.9,1.5,4,9,25,3,268,3,39,-1.0,-1.8369701987210297e-16,11.600000000000001,13.4,0
0.5,18.7,10.0,1.4,0,10,3,4,276,4,40,-0.8660254037844386,0.5000000000000001,14.35,8.7,0
0.0,19.5,0.9,5.3,1,10,3,4,276,4,40,-0.8660254037844386,0.5000000000000001,10.2,18.6,0
1.1,19.3,2.2,2.3,0,10,6,0,279,4,41,-0.8660254037844386,0.5000000000000001,10.75,17.1,0
0.0,8.2,6.7,3.2,1,10,6,0,279,4,41,-0.8660254037844386,0.5000000000000001,7.449999999999999,1.4999999999999991,0
1.9,22.8,8.2,1.7,0,10,7,1,280,4,41,-0.8660254037844386,0.5000000000000001,15.5,14.600000000000001,0
12.4,12.6,5.6,4.6,2,10,9,3,282,4,41,-0.8660254037844386,0.5000000000000001,9.1,7.0,0
1.6,-4.8,-8.3,1.3,0,10,10,4,283,4,41,-0.8660254037844386,0.5000000000000001,-6.550000000000001,3.500000000000001,0
1.3,25.8,1.9,1.1,0,10,10,4,283,4,41,-0.8660254037844386,0.5000000000000001,13.85,23.900000000000002,0
7.9,16.1,9.3,5.4,2,10,13,0,286,4,42,-0.8660254037844386,0.5000000000000001,12.700000000000001,6.800000000000001,0
2.5,17.3,0.6,3.0,2,10,17,4,290,4,42,-0.8660254037844386,0.5000000000000001,8.950000000000001,16.7,0
0.0,20.9,1.8,2.4,1,10,18,5,291,4,42,-0.8660254037844386,0.5000000000000001,11.35,19.099999999999998,0
0.0,35.8,3.6,2.4,4,10,19,6,292,4,42,-0.8660254037844386,0.5000000000000001,19.7,32.199999999999996,0
1.0,17.5,12.6,3.4,0,10,19,6,292,4,42,-0.8660254037844386,0.5000000000000001,15.05,4.9,0
35.8,13.9,5.3,3.2,2,10,21,1,294,4,43,-0.8660254037844386,0.5000000000000001,9.6,8.600000000000001,0
2.5,16.8,7.5,1.5,2,10,21,1,294,4,43,-0.8660254037844386,0.5000000000000001,12.15,9.3,0
0.0,8.2,2.3,3.4,1,10,23,3,296,4,43,-0.8660254037844386,0.5000000000000001,5.25,5.8999999999999995,0
1.8,20.3,14.9,3.0,0,10,24,4,297,4,43,-0.8660254037844386,0.5000000000000001,17.6,5.4,0
0.0,18.4,0.8,2.3,1,11,1,5,305,4,44,-0.5000000000000004,0.8660254037844384,9.6,17.599999999999998,0
6.9,3.2,0.8,1.0,2,11,2,6,306,4,44,-0.5000000000000004,0.8660254037844384,2.0,2.4000000000000004,0
1.4,20.1,4.4,2.1,0,11,3,0,307,4,45,-0.5000000000000004,0.8660254037844384,12.25,15.700000000000001,0
25.3,14.5,0.9,4.3,2,11,3,0,307,4,45,-0.5000000000000004,0.8660254037844384,7.7,13.6,0
18.3,3.2,0.9,1.8,2,11,3,0,307,4,45,-0.5000000000000004,0.8660254037844384,2.0500000000000003,2.3000000000000003,0
0.9,10.0,7.7,2.5,2,11,4,1,308,4,45,-0.5000000000000004,0.8660254037844384,8.85,2.3,0
0.0,19.9,-0.6,2.4,4,11,4,1,308,4,45,-0.5000000000000004,0.8660254037844384,9.649999999999999,20.5,0
5.7,13.9,11.0,3.8,2,11,5,2,309,4,45,-0.5000000000000004,0.8660254037844384,12.45,2.9000000000000004,0
0.8,19.6,1.8,1.7,0,11,6,3,310,4,45,-0.5000000000000004,0.8660254037844384,10.700000000000001,17.8,0
1.9,5.6,3.0,2.7,3,11,6,3,310,4,45,-0.5000000000000004,0.8660254037844384,4.3,2.5999999999999996,0
0.0,9.7,5.0,2.8,4,11,7,4,311,4,45,-0.5000000000000004,0.8660254037844384,7.35,4.699999999999999,0
0.0,13.8,0.6,1.6,4,11,9,6,313,4,45,-0.5000000000000004,0.8660254037844384,7.2,13.200000000000001,0
0.0,38.3,1.1,1.3,4,11,10,0,314,4,46,-0.5000000000000004,0.8660254037844384,19.7,37.199999999999996,0
41.8,16.7,6.3,4.1,2,11,13,3,317,4,46,-0.5000000000000004,0.8660254037844384,11.5,10.399999999999999,0
1.6,3.1,-3.4,2.5,0,11,15,5,319,4,46,-0.5000000000000004,0.8660254037844384,-0.1499999999999999,6.5,0
0.0,19.0,10.7,2.8,4,11,15,5,319,4,46,-0.5000000000000004,0.8660254037844384,14.85,8.3,0
1.8,19.9,13.8,2.4,0,11,15,5,319,4,46,-0.5000000000000004,0.8660254037844384,16.85,6.099999999999998,0
11.6,10.2,1.4,2.7,3,11,16,6,320,4,46,-0.5000000000000004,0.8660254037844384,5.8,8.799999999999999,0
5.3,14.2,10.8,5.0,2,11,17,0,321,4,47,-0.5000000000000004,0.8660254037844384,12.5,3.3999999999999986,0
0.0,14.5,4.4,2.5,1,11,17,0,321,4,47,-0.5000000000000004,0.8660254037844384,9.45,10.1,0
0.0,-4.6,-9.7,3.8,1,11,20,3,324,4,47,-0.5000000000000004,0.8660254037844384,-7.1499999999999995,5.1,0
1.3,-5.0,-9.0,1.9,0,11,21,4,325,4,47,-0.5000000000000004,0.8660254037844384,-7.0,4.0,0
0.0,30.6,18.5,4.1,4,11,21,4,325,4,47,-0.5000000000000004,0.8660254037844384,24.55,12.100000000000001,0
0.0,17.9,5.4,2.7,1,11,22,5,326,4,47,-0.5000000000000004,0.8660254037844384,11.649999999999999,12.499999999999998,0
20.0,11.9,4.5,3.9,2,11,22,5,326,4,47,-0.5000000000000004,0.8660254037844384,8.2,7.4,0
1.0,7.3,1.7,2.8,0,11,22,5,326,4,47,-0.5000000000000004,0.8660254037844384,4.5,5.6,0
1.3,11.7,9.4,2.0,0,11,23,6,327,4,47,-0.5000000000000004,0.8660254037844384,10.55,2.299999999999999,0
4.2,2.0,-1.4,3.2,3,11,23,6,327,4,47,-0.5000000000000004,0.8660254037844384,0.30000000000000004,3.4,0
0.0,10.0,-0.6,2.9,1,11,23,6,327,4,47,-0.5000000000000004,0.8660254037844384,4.7,10.6,0
1.6,10.8,7.8,3.3,0,11,25,1,329,4,48,-0.5000000000000004,0.8660254037844384,9.3,3.000000000000001,0
14.2,14.9,1.0,3.6,2,12,1,0,335,4,49,-2.4492935982947064e-16,1.0,7.95,13.9,3
19.0,13.3,0.6,5.8,3,12,1,0,335,4,49,-2.4492935982947064e-16,1.0,6.95,12.700000000000001,3
0.0,23.0,11.7,3.5,4,12,1,0,335,4,49,-2.4492935982947064e-16,1.0,17.35,11.3,3
17.9,11.4,8.0,5.4,2,12,2,1,336,4,49,-2.4492935982947064e-16,1.0,9.7,3.4000000000000004,3
5.6,5.9,3.3,5.9,2,12,2,1,336,4,49,-2.4492935982947064e-16,1.0,4.6,2.6000000000000005,3
0.0,21.3,11.9,5.6,4,12,3,2,337,4,49,-2.4492935982947064e-16,1.0,16.6,9.4,3
1.4,13.7,12.3,2.5,0,12,3,2,337,4,49,-2.4492935982947064e-16,1.0,13.0,1.3999999999999986,3
2.0,14.8,6.0,2.9,2,12,3,2,337,4,49,-2.4492935982947064e-16,1.0,10.4,8.8,3
18.4,20.4,5.8,6.3,2,12,5,4,339,4,49,-2.4492935982947064e-16,1.0,13.1,14.599999999999998,3
0.0,14.1,7.3,0.8,1,12,6,5,340,4,49,-2.4492935982947064e-16,1.0,10.7,6.8,3
0.0,11.6,8.9,0.2,4,12,7,6,341,4,49,-2.4492935982947064e-16,1.0,10.25,2.6999999999999993,3
7.8,5.4,3.5,3.7,2,12,8,0,342,4,50,-2.4492935982947064e-16,1.0,4.45,1.9000000000000004,3
15.7,1.2,-3.5,4.1,3,12,8,0,342,4,50,-2.4492935982947064e-16,1.0,-1.15,4.7,3
7.9,9.1,0.2,5.1,3,12,8,0,342,4,50,-2.4492935982947064e-16,1.0,4.6499999999999995,8.9,3
0.0,7.7,-1.6,2.8,4,12,9,1,343,4,50,-2.4492935982947064e-16,1.0,3.05,9.3,3
0.0,27.0,6.4,3.4,1,12,10,2,344,4,50,-2.4492935982947064e-16,1.0,16.7,20.6,3
0.0,24.3,10.7,3.9,1,12,10,2,344,4,50,-2.4492935982947064e-16,1.0,17.5,13.600000000000001,3
12.4,8.5,1.8,5.0,3,12,10,2,344,4,50,-2.4492935982947064e-16,1.0,5.15,6.7,3
0.4,15.0,6.4,2.1,2,12,11,3,345,4,50,-2.4492935982947064e-16,1.0,10.7,8.6,3
2.5,16.1,13.3,4.2,2,12,15,0,349,4,51,-2.4492935982947064e-16,1.0,14.700000000000001,2.8000000000000007,3
3.0,16.7,14.8,5.5,2,12,15,0,349,4,51,-2.4492935982947064e-16,1.0,15.75,1.8999999999999986,3
0.0,19.0,5.3,3.4,4,12,16,1,350,4,51,-2.4492935982947064e-16,1.0,12.15,13.7,3
0.0,31.9,21.3,3.4,4,12,16,1,350,4,51,-2.4492935982947064e-16,1.0,26.6,10.599999999999998,3
2.5,3.6,-1.9,3.1,3,12,18,3,352,4,51,-2.4492935982947064e-16,1.0,0.8500000000000001,5.5,3
5.4,5.4,-2.7,6.8,3,12,19,4,353,4,51,-2.4492935982947064e-16,1.0,1.35,8.100000000000001,3
0.0,7.4,6.1,4.6,1,12,21,6,355,4,51,-2.4492935982947064e-16,1.0,6.75,1.3000000000000007,3
6.1,7.2,-1.9,5.5,3,12,21,6,355,4,51,-2.4492935982947064e-16,1.0,2.6500000000000004,9.1,3
4.5,12.8,-1.7,4.5,3,12,22,0,356,4,52,-2.4492935982947064e-16,1.0,5.550000000000001,14.5,3
22.6,11.5,-2.3,5.2,3,12,24,2,358,4,52,-2.4492935982947064e-16,1.0,4.6,13.8,3
3.6,5.6,-0.4,4.0,3,12,24,2,358,4,52,-2.4492935982947064e-16,1.0,2.5999999999999996,6.0,3
2.0,16.7,7.3,5.5,2,12,25,3,359,4,52,-2.4492935982947064e-16,1.0,12.0,9.399999999999999,3
8.7,5.3,-0.2,4.1,3,12,25,3,359,4,52,-2.4492935982947064e-16,1.0,2.55,5.5,3
3.3,9.4,-1.2,2.5,3,12,25,3,359,4,52,-2.4492935982947064e-16,1.0,4.1000000000000005,10.6,3
27.0,14.3,7.2,2.9,2,12,26,4,360,4,52,-2.4492935982947064e-16,1.0,10.75,7.1000000000000005,3
5.3,6.6,1.5,3.3,3,12,26,4,360,4,52,-2.4492935982947064e-16,1.0,4.05,5.1,3
0.0,11.4,-1.8,3.0,1,12,26,4,360,4,52,-2.4492935982947064e-16,1.0,4.8,13.200000000000001,3
3.2,7.7,-4.0,4.8,3,12,27,5,361,4,52,-2.4492935982947064e-16,1.0,1.85,11.7,3
10.6,8.2,-1.5,4.9,3,1,2,4,2,1,1,0.49999999999999994,0.8660254037844387,3.3499999999999996,9.7,3
7.6,7.0,1.7,2.8,3,1,2,4,2,1,1,0.49999999999999994,0.8660254037844387,4.35,5.3,3
2.9,2.9,0.1,4.5,3,1,2,4,2,1,1,0.49999999999999994,0.8660254037844387,1.5,2.8,3
1.0,6.0,0.9,2.8,3,1,3,5,3,1,1,0.49999999999999994,0.8660254037844387,3.45,5.1,3
0.6,23.8,1.2,1.8,0,1,3,5,3,1,1,0.49999999999999994,0.8660254037844387,12.5,22.6,3
